Designator,Mid X,Mid Y,Rotation,Layer
R810,183.375,-84.741,270.0,top
R811,180.375,-105.84,180.0,top
R812,180.375,-83.491,0.0,top
R813,180.415,-88.69,180.0,top
R814,178.344028,-90.64793,270.0,top
R815,178.344028,-92.64793,90.0,top
R816,182.375,-95.79,270.0,top
R817,183.325,-95.79,270.0,top
R818,180.475,-95.24,180.0,top
R901,174.625,-67.54,90.0,top
R902,175.575,-67.54,270.0,top
R903,168.826,-67.44,90.0,top
R904,169.775,-67.44,270.0,top
U101,151.825,-81.14,180.0,top
U201,142.701814,-96.160492,180.0,top
U202,142.723814,-101.063418,180.0,top
U203,142.125,-107.09,180.0,top
U301,130.625,-79.09,0.0,top
U401,170.625,-101.025293,90.0,top
U402,172.175,-107.24,0.0,top
U403,181.625,-72.89,0.0,top
U404,172.346771,-84.116005,90.0,top
U501,140.176,-82.380001,0.0,top
U801,173.525,-93.29,180.0,top
U901,175.575,-73.44,180.0,top
U902,169.7925,-73.44,180.0,top
Y101,153.12,-88.44,180.0,top
